ocel_event_id;ocel_IoT_object_id;ocel_qualifier
determine_continu_tr24_Pcp82_Silo7;GrainTemp20;2nd grain temperature sensor for determining the pickup continuation
determine_continu_tr24_Pcp82_Silo7;GrainTemp21;3rd grain temperature sensor for determining the pickup continuation
determine_continu_tr18_Pcp110_Silo7;Temp7;Temperature sensor for determining the pickup continuation
determine_continu_tr18_Pcp110_Silo7;Humd7;Humidity sensor for determining the pickup continuation
determine_continu_tr18_Pcp110_Silo7;GrainTemp19;1st grain temperature sensor for determining the pickup continuation
determine_continu_tr18_Pcp110_Silo7;GrainTemp20;2nd grain temperature sensor for determining the pickup continuation
determine_continu_tr18_Pcp110_Silo7;GrainTemp21;3rd grain temperature sensor for determining the pickup continuation
weigh_loaded_tr5_Pcp245;WS04;Weight sensor for loaded truck weighing
weigh_empty_tr28_Pcp105;WS14;Weight sensor for empty truck weighing
determine_continu_tr16_Pcp440_Silo7;Temp7;Temperature sensor for determining the pickup continuation
determine_continu_tr16_Pcp440_Silo7;Humd7;Humidity sensor for determining the pickup continuation
determine_continu_tr16_Pcp440_Silo7;GrainTemp19;1st grain temperature sensor for determining the pickup continuation
determine_continu_tr16_Pcp440_Silo7;GrainTemp20;2nd grain temperature sensor for determining the pickup continuation
determine_continu_tr16_Pcp440_Silo7;GrainTemp21;3rd grain temperature sensor for determining the pickup continuation
determine_continu_tr19_Pcp119_Silo7;Temp7;Temperature sensor for determining the pickup continuation
determine_continu_tr19_Pcp119_Silo7;Humd7;Humidity sensor for determining the pickup continuation
determine_continu_tr19_Pcp119_Silo7;GrainTemp19;1st grain temperature sensor for determining the pickup continuation
determine_continu_tr19_Pcp119_Silo7;GrainTemp20;2nd grain temperature sensor for determining the pickup continuation
determine_continu_tr19_Pcp119_Silo7;GrainTemp21;3rd grain temperature sensor for determining the pickup continuation
determine_continu_tr37_Pcp81_Silo7;Temp7;Temperature sensor for determining the pickup continuation
determine_continu_tr37_Pcp81_Silo7;Humd7;Humidity sensor for determining the pickup continuation
determine_continu_tr37_Pcp81_Silo7;GrainTemp19;1st grain temperature sensor for determining the pickup continuation
determine_continu_tr37_Pcp81_Silo7;GrainTemp20;2nd grain temperature sensor for determining the pickup continuation
determine_continu_tr37_Pcp81_Silo7;GrainTemp21;3rd grain temperature sensor for determining the pickup continuation
determine_continu_tr1_Pcp404_Silo7;Temp7;Temperature sensor for determining the pickup continuation
determine_continu_tr1_Pcp404_Silo7;Humd7;Humidity sensor for determining the pickup continuation
determine_continu_tr1_Pcp404_Silo7;GrainTemp19;1st grain temperature sensor for determining the pickup continuation
determine_continu_tr1_Pcp404_Silo7;GrainTemp20;2nd grain temperature sensor for determining the pickup continuation
determine_continu_tr1_Pcp404_Silo7;GrainTemp21;3rd grain temperature sensor for determining the pickup continuation
weigh_empty_tr20_Pcp82;WS20;Weight sensor for empty truck weighing
check_abnorm_tr28_Pcp105;rfidUOOSAQ;RFID tag read at empty truck weighing
determine_continu_tr14_Pcp404_Silo7;Temp7;Temperature sensor for determining the pickup continuation
determine_continu_tr14_Pcp404_Silo7;Humd7;Humidity sensor for determining the pickup continuation
determine_continu_tr14_Pcp404_Silo7;GrainTemp19;1st grain temperature sensor for determining the pickup continuation
determine_continu_tr14_Pcp404_Silo7;GrainTemp20;2nd grain temperature sensor for determining the pickup continuation
determine_continu_tr14_Pcp404_Silo7;GrainTemp21;3rd grain temperature sensor for determining the pickup continuation
check_abnorm_tr20_Pcp82;rfidXPDNSC;RFID tag read at empty truck weighing
weigh_loaded_tr32_Pcp287;WS01;Weight sensor for loaded truck weighing
weigh_loaded_tr40_Pcp245;WS05;Weight sensor for loaded truck weighing
weigh_loaded_tr30_Pcp128;WS13;Weight sensor for loaded truck weighing
weigh_loaded_tr26_Pcp415;WS11;Weight sensor for loaded truck weighing
determine_continu_tr28_Pcp105_Silo7;Temp7;Temperature sensor for determining the pickup continuation
determine_continu_tr28_Pcp105_Silo7;Humd7;Humidity sensor for determining the pickup continuation
determine_continu_tr28_Pcp105_Silo7;GrainTemp19;1st grain temperature sensor for determining the pickup continuation
determine_continu_tr28_Pcp105_Silo7;GrainTemp20;2nd grain temperature sensor for determining the pickup continuation
determine_continu_tr28_Pcp105_Silo7;GrainTemp21;3rd grain temperature sensor for determining the pickup continuation
weigh_loaded_tr23_Pcp468;WS07;Weight sensor for loaded truck weighing
determine_continu_tr17_Pcp81_Silo7;Temp7;Temperature sensor for determining the pickup continuation
determine_continu_tr17_Pcp81_Silo7;Humd7;Humidity sensor for determining the pickup continuation
determine_continu_tr17_Pcp81_Silo7;GrainTemp19;1st grain temperature sensor for determining the pickup continuation
determine_continu_tr17_Pcp81_Silo7;GrainTemp20;2nd grain temperature sensor for determining the pickup continuation
determine_continu_tr17_Pcp81_Silo7;GrainTemp21;3rd grain temperature sensor for determining the pickup continuation
weigh_loaded_tr6_Pcp119;WS02;Weight sensor for loaded truck weighing
weigh_loaded_tr19_Pcp119;WS04;Weight sensor for loaded truck weighing
weigh_loaded_tr37_Pcp81;WS06;Weight sensor for loaded truck weighing
weigh_loaded_tr38_Pcp69;WS18;Weight sensor for loaded truck weighing
weigh_loaded_tr15_Pcp234;WS18;Weight sensor for loaded truck weighing
weigh_loaded_tr39_Pcp169;WS19;Weight sensor for loaded truck weighing
weigh_loaded_tr49_Pcp258;WS19;Weight sensor for loaded truck weighing
weigh_loaded_tr28_Pcp105;WS13;Weight sensor for loaded truck weighing
determine_continu_tr20_Pcp82_Silo7;Temp7;Temperature sensor for determining the pickup continuation
determine_continu_tr20_Pcp82_Silo7;Humd7;Humidity sensor for determining the pickup continuation
determine_continu_tr20_Pcp82_Silo7;GrainTemp19;1st grain temperature sensor for determining the pickup continuation
determine_continu_tr20_Pcp82_Silo7;GrainTemp20;2nd grain temperature sensor for determining the pickup continuation
determine_continu_tr20_Pcp82_Silo7;GrainTemp21;3rd grain temperature sensor for determining the pickup continuation
weigh_loaded_tr8_Pcp234;WS14;Weight sensor for loaded truck weighing
weigh_loaded_tr16_Pcp440;WS16;Weight sensor for loaded truck weighing
weigh_loaded_tr29_Pcp69;WS04;Weight sensor for loaded truck weighing
weigh_loaded_tr7_Pcp258;WS16;Weight sensor for loaded truck weighing
weigh_loaded_tr20_Pcp82;WS06;Weight sensor for loaded truck weighing
weigh_loaded_tr25_Pcp110;WS14;Weight sensor for loaded truck weighing
weigh_loaded_tr9_Pcp415;WS08;Weight sensor for loaded truck weighing
weigh_loaded_tr24_Pcp82;WS05;Weight sensor for loaded truck weighing
weigh_loaded_tr46_Pcp190;WS13;Weight sensor for loaded truck weighing
weigh_loaded_tr27_Pcp190;WS13;Weight sensor for loaded truck weighing
weigh_loaded_tr17_Pcp81;WS14;Weight sensor for loaded truck weighing
weigh_loaded_tr31_Pcp105;WS10;Weight sensor for loaded truck weighing
weigh_loaded_tr45_Pcp146;WS09;Weight sensor for loaded truck weighing
weigh_loaded_tr18_Pcp110;WS06;Weight sensor for loaded truck weighing
weigh_loaded_tr14_Pcp404;WS12;Weight sensor for loaded truck weighing
weigh_loaded_tr42_Pcp440;WS20;Weight sensor for loaded truck weighing
weigh_loaded_tr1_Pcp404;WS13;Weight sensor for loaded truck weighing
enter_tr47_Pcp438;rfidJGLUGP;RFID tag read at entrance
enter_tr34_Pcp121;rfidFMSUBE;RFID tag read at entrance
enter_tr48_Pcp121;rfidNSELSE;RFID tag read at entrance
enter_tr2_Pcp14;rfidSQKJGH;RFID tag read at entrance
weigh_empty_tr47_Pcp438;WS14;Weight sensor for empty truck weighing
check_abnorm_tr47_Pcp438;rfidJGLUGP;RFID tag read at empty truck weighing
enter_tr50_Pcp459;rfidXXIVNB;RFID tag read at entrance
weigh_empty_tr48_Pcp121;WS14;Weight sensor for empty truck weighing
enter_tr12_Pcp432;rfidVYYKGK;RFID tag read at entrance
check_abnorm_tr48_Pcp121;rfidNSELSE;RFID tag read at empty truck weighing
enter_tr13_Pcp438;rfidGTHHGD;RFID tag read at entrance
determine_continu_tr47_Pcp438_Silo8;Temp8;Temperature sensor for determining the pickup continuation
determine_continu_tr47_Pcp438_Silo8;Humd8;Humidity sensor for determining the pickup continuation
determine_continu_tr47_Pcp438_Silo8;GrainTemp22;1st grain temperature sensor for determining the pickup continuation
determine_continu_tr47_Pcp438_Silo8;GrainTemp23;2nd grain temperature sensor for determining the pickup continuation
determine_continu_tr47_Pcp438_Silo8;GrainTemp24;3rd grain temperature sensor for determining the pickup continuation
weigh_empty_tr34_Pcp121;WS17;Weight sensor for empty truck weighing
enter_tr22_Pcp14;rfidENJOLW;RFID tag read at entrance
check_abnorm_tr34_Pcp121;rfidFMSUBE;RFID tag read at empty truck weighing
determine_continu_tr48_Pcp121_Silo8;Temp8;Temperature sensor for determining the pickup continuation
determine_continu_tr48_Pcp121_Silo8;Humd8;Humidity sensor for determining the pickup continuation
determine_continu_tr48_Pcp121_Silo8;GrainTemp22;1st grain temperature sensor for determining the pickup continuation
determine_continu_tr48_Pcp121_Silo8;GrainTemp23;2nd grain temperature sensor for determining the pickup continuation
determine_continu_tr48_Pcp121_Silo8;GrainTemp24;3rd grain temperature sensor for determining the pickup continuation
enter_tr41_Pcp459;rfidXWLCID;RFID tag read at entrance
weigh_empty_tr13_Pcp438;WS10;Weight sensor for empty truck weighing
check_abnorm_tr13_Pcp438;rfidGTHHGD;RFID tag read at empty truck weighing
enter_tr36_Pcp432;rfidHYTHBN;RFID tag read at entrance
weigh_empty_tr50_Pcp459;WS12;Weight sensor for empty truck weighing
enter_tr3_Pcp219;rfidDRCUXI;RFID tag read at entrance
check_abnorm_tr50_Pcp459;rfidXXIVNB;RFID tag read at empty truck weighing
weigh_empty_tr2_Pcp14;WS03;Weight sensor for empty truck weighing
check_abnorm_tr2_Pcp14;rfidSQKJGH;RFID tag read at empty truck weighing
determine_continu_tr34_Pcp121_Silo8;Temp8;Temperature sensor for determining the pickup continuation
determine_continu_tr34_Pcp121_Silo8;Humd8;Humidity sensor for determining the pickup continuation
determine_continu_tr34_Pcp121_Silo8;GrainTemp22;1st grain temperature sensor for determining the pickup continuation
determine_continu_tr34_Pcp121_Silo8;GrainTemp23;2nd grain temperature sensor for determining the pickup continuation
determine_continu_tr34_Pcp121_Silo8;GrainTemp24;3rd grain temperature sensor for determining the pickup continuation
weigh_empty_tr41_Pcp459;WS15;Weight sensor for empty truck weighing
determine_continu_tr50_Pcp459_Silo8;Temp8;Temperature sensor for determining the pickup continuation
determine_continu_tr50_Pcp459_Silo8;Humd8;Humidity sensor for determining the pickup continuation
determine_continu_tr50_Pcp459_Silo8;GrainTemp22;1st grain temperature sensor for determining the pickup continuation
determine_continu_tr50_Pcp459_Silo8;GrainTemp23;2nd grain temperature sensor for determining the pickup continuation
determine_continu_tr50_Pcp459_Silo8;GrainTemp24;3rd grain temperature sensor for determining the pickup continuation
weigh_empty_tr12_Pcp432;WS13;Weight sensor for empty truck weighing
check_abnorm_tr41_Pcp459;rfidXWLCID;RFID tag read at empty truck weighing
check_abnorm_tr12_Pcp432;rfidVYYKGK;RFID tag read at empty truck weighing
weigh_empty_tr22_Pcp14;WS08;Weight sensor for empty truck weighing
weigh_empty_tr36_Pcp432;WS12;Weight sensor for empty truck weighing
determine_continu_tr2_Pcp14_Silo8;Temp8;Temperature sensor for determining the pickup continuation
determine_continu_tr2_Pcp14_Silo8;Humd8;Humidity sensor for determining the pickup continuation
determine_continu_tr2_Pcp14_Silo8;GrainTemp22;1st grain temperature sensor for determining the pickup continuation
determine_continu_tr2_Pcp14_Silo8;GrainTemp23;2nd grain temperature sensor for determining the pickup continuation
determine_continu_tr2_Pcp14_Silo8;GrainTemp24;3rd grain temperature sensor for determining the pickup continuation
check_abnorm_tr22_Pcp14;rfidENJOLW;RFID tag read at empty truck weighing
check_abnorm_tr36_Pcp432;rfidHYTHBN;RFID tag read at empty truck weighing
weigh_empty_tr3_Pcp219;WS06;Weight sensor for empty truck weighing
check_abnorm_tr3_Pcp219;rfidDRCUXI;RFID tag read at empty truck weighing
determine_continu_tr41_Pcp459_Silo8;Temp8;Temperature sensor for determining the pickup continuation
determine_continu_tr41_Pcp459_Silo8;Humd8;Humidity sensor for determining the pickup continuation
determine_continu_tr41_Pcp459_Silo8;GrainTemp22;1st grain temperature sensor for determining the pickup continuation
determine_continu_tr41_Pcp459_Silo8;GrainTemp23;2nd grain temperature sensor for determining the pickup continuation
determine_continu_tr41_Pcp459_Silo8;GrainTemp24;3rd grain temperature sensor for determining the pickup continuation
determine_continu_tr13_Pcp438_Silo8;Temp8;Temperature sensor for determining the pickup continuation
determine_continu_tr13_Pcp438_Silo8;Humd8;Humidity sensor for determining the pickup continuation
determine_continu_tr13_Pcp438_Silo8;GrainTemp22;1st grain temperature sensor for determining the pickup continuation
determine_continu_tr13_Pcp438_Silo8;GrainTemp23;2nd grain temperature sensor for determining the pickup continuation
determine_continu_tr13_Pcp438_Silo8;GrainTemp24;3rd grain temperature sensor for determining the pickup continuation
determine_continu_tr36_Pcp432_Silo8;Temp8;Temperature sensor for determining the pickup continuation
determine_continu_tr36_Pcp432_Silo8;Humd8;Humidity sensor for determining the pickup continuation
determine_continu_tr36_Pcp432_Silo8;GrainTemp22;1st grain temperature sensor for determining the pickup continuation
determine_continu_tr36_Pcp432_Silo8;GrainTemp23;2nd grain temperature sensor for determining the pickup continuation
determine_continu_tr36_Pcp432_Silo8;GrainTemp24;3rd grain temperature sensor for determining the pickup continuation
determine_continu_tr3_Pcp219_Silo8;Temp8;Temperature sensor for determining the pickup continuation
determine_continu_tr3_Pcp219_Silo8;Humd8;Humidity sensor for determining the pickup continuation
determine_continu_tr3_Pcp219_Silo8;GrainTemp22;1st grain temperature sensor for determining the pickup continuation
determine_continu_tr3_Pcp219_Silo8;GrainTemp23;2nd grain temperature sensor for determining the pickup continuation
determine_continu_tr3_Pcp219_Silo8;GrainTemp24;3rd grain temperature sensor for determining the pickup continuation
determine_continu_tr12_Pcp432_Silo8;Temp8;Temperature sensor for determining the pickup continuation
determine_continu_tr12_Pcp432_Silo8;Humd8;Humidity sensor for determining the pickup continuation
determine_continu_tr12_Pcp432_Silo8;GrainTemp22;1st grain temperature sensor for determining the pickup continuation
determine_continu_tr12_Pcp432_Silo8;GrainTemp23;2nd grain temperature sensor for determining the pickup continuation
determine_continu_tr12_Pcp432_Silo8;GrainTemp24;3rd grain temperature sensor for determining the pickup continuation
weigh_loaded_tr13_Pcp438;WS01;Weight sensor for loaded truck weighing
determine_continu_tr22_Pcp14_Silo8;Temp8;Temperature sensor for determining the pickup continuation
determine_continu_tr22_Pcp14_Silo8;Humd8;Humidity sensor for determining the pickup continuation
determine_continu_tr22_Pcp14_Silo8;GrainTemp22;1st grain temperature sensor for determining the pickup continuation
determine_continu_tr22_Pcp14_Silo8;GrainTemp23;2nd grain temperature sensor for determining the pickup continuation
determine_continu_tr22_Pcp14_Silo8;GrainTemp24;3rd grain temperature sensor for determining the pickup continuation
weigh_loaded_tr12_Pcp432;WS16;Weight sensor for loaded truck weighing
weigh_loaded_tr41_Pcp459;WS12;Weight sensor for loaded truck weighing
weigh_loaded_tr34_Pcp121;WS15;Weight sensor for loaded truck weighing
weigh_loaded_tr48_Pcp121;WS05;Weight sensor for loaded truck weighing
